,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Home_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsScored_Last5,Away_GoalsConceded_Last5
9084,Leganes,Huesca,1,0,H,0.0,0.0,D,1.2,1.0,1.0,1.6
9085,Valencia,Valladolid,1,1,D,0.0,0.0,D,1.0,1.4,1.4,2.0
9086,Villarreal,Getafe,1,2,A,0.0,0.0,D,1.2,1.8,1.4,0.8
9087,Barcelona,Eibar,3,0,H,1.0,0.0,H,3.0,0.2,1.2,1.4
9088,Ath Bilbao,Sevilla,2,0,H,1.0,0.0,H,0.8,1.0,1.2,0.8
9089,Ath Madrid,Levante,1,0,H,0.0,0.0,D,1.8,0.8,2.0,2.6
9090,Betis,Real Madrid,1,2,A,0.0,1.0,A,1.6,0.8,1.2,0.8
9091,Sociedad,Espanol,3,2,H,2.0,2.0,D,0.6,1.0,0.4,2.2
9092,Getafe,Alaves,4,0,H,1.0,0.0,H,1.2,1.0,0.8,1.0
9093,Celta,Valencia,1,2,A,1.0,0.0,H,1.2,2.0,1.2,1.2
9094,Huesca,Ath Madrid,0,3,A,0.0,1.0,A,1.0,1.4,1.8,0.6
9095,Real Madrid,Sevilla,2,0,H,0.0,0.0,D,1.2,1.0,1.0,1.0
9096,Barcelona,Leganes,3,1,H,1.0,0.0,H,3.2,0.2,0.6,0.6
9097,Betis,Girona,3,2,H,1.0,2.0,A,1.6,1.2,0.8,1.4
9098,Levante,Valladolid,2,0,H,1.0,0.0,H,1.4,2.8,1.2,1.4
9099,Vallecano,Sociedad,2,2,D,2.0,1.0,H,1.4,1.2,1.2,1.2
9100,Villarreal,Ath Bilbao,1,1,D,0.0,1.0,A,1.4,1.8,1.2,0.4
9101,Eibar,Espanol,3,0,H,1.0,0.0,H,1.2,1.8,0.8,2.2
9102,Valencia,Villarreal,3,0,H,1.0,0.0,H,1.4,1.2,1.2,1.4
9103,Sevilla,Levante,5,0,H,0.0,0.0,D,0.8,1.2,1.0,2.0
9104,Ath Madrid,Getafe,2,0,H,2.0,0.0,H,1.8,0.6,1.8,0.8
9105,Leganes,Eibar,2,2,D,0.0,2.0,A,0.6,1.0,1.0,1.0
9106,Ath Bilbao,Betis,1,0,H,1.0,0.0,H,1.2,0.6,1.8,1.6
9107,Espanol,Real Madrid,2,4,A,1.0,3.0,A,0.8,2.0,1.4,1.0
9108,Girona,Barcelona,0,2,A,0.0,1.0,A,1.2,1.8,3.0,0.4
9109,Sociedad,Huesca,0,0,D,0.0,0.0,D,1.4,1.2,1.0,1.8
9110,Valladolid,Celta,2,1,H,0.0,1.0,A,0.8,1.6,0.8,2.0
9111,Alaves,Vallecano,0,1,A,0.0,0.0,D,0.8,1.2,1.8,1.2
9112,Huesca,Valladolid,4,0,H,1.0,0.0,H,0.6,1.4,0.8,1.2
9113,Sociedad,Ath Bilbao,2,1,H,2.0,0.0,H,1.4,1.0,1.4,0.6
9114,Levante,Getafe,0,0,D,0.0,0.0,D,1.0,2.0,1.6,1.2
9115,Barcelona,Valencia,2,2,D,1.0,2.0,A,2.4,0.4,1.8,1.0
9116,Celta,Sevilla,1,0,H,0.0,0.0,D,1.0,2.4,1.4,1.2
9117,Betis,Ath Madrid,1,0,H,0.0,0.0,D,1.2,1.6,1.6,0.2
9118,Eibar,Girona,3,0,H,1.0,0.0,H,1.2,1.2,1.2,1.8
9119,Real Madrid,Alaves,3,0,H,1.0,0.0,H,2.0,1.4,0.8,1.4
9120,Villarreal,Espanol,2,2,D,1.0,0.0,H,0.8,1.6,1.0,2.2
9121,Vallecano,Leganes,1,2,A,0.0,1.0,A,2.0,1.0,1.0,1.4
9122,Valladolid,Villarreal,0,0,D,0.0,0.0,D,0.6,1.8,0.8,1.6
9123,Girona,Huesca,0,2,A,0.0,2.0,A,1.0,2.2,1.2,1.0
9124,Getafe,Celta,3,1,H,1.0,1.0,D,1.4,1.0,1.2,2.0
9125,Espanol,Vallecano,2,1,H,0.0,1.0,A,1.4,2.4,1.8,1.2
9126,Ath Madrid,Real Madrid,1,3,A,1.0,2.0,A,1.4,0.4,2.2,1.0
9127,Ath Bilbao,Barcelona,0,0,D,0.0,0.0,D,1.4,0.8,2.4,0.8
9128,Leganes,Betis,3,0,H,2.0,0.0,H,1.2,1.4,1.2,1.4
9129,Sevilla,Eibar,2,2,D,0.0,1.0,A,1.2,1.2,1.6,1.0
9130,Valencia,Sociedad,0,0,D,0.0,0.0,D,1.8,1.2,1.8,1.0
9131,Alaves,Levante,2,0,H,1.0,0.0,H,0.6,2.0,0.8,1.6
9132,Eibar,Getafe,2,2,D,0.0,1.0,A,2.0,1.4,1.8,0.8
9133,Sociedad,Leganes,3,0,H,0.0,0.0,D,1.4,1.0,1.8,1.2
9134,Vallecano,Ath Madrid,0,1,A,0.0,0.0,D,1.8,1.6,1.4,0.8
9135,Barcelona,Valladolid,1,0,H,1.0,0.0,H,2.0,0.6,0.6,1.6
9136,Celta,Levante,1,4,A,0.0,2.0,A,1.2,2.2,0.4,1.6
9137,Betis,Alaves,1,1,D,1.0,1.0,D,1.0,1.6,0.6,1.8
9138,Real Madrid,Girona,1,2,A,1.0,0.0,H,2.8,0.8,0.6,2.2
9139,Valencia,Espanol,0,0,D,0.0,0.0,D,1.6,0.8,1.6,2.6
9140,Villarreal,Sevilla,3,0,H,2.0,0.0,H,0.8,1.6,1.4,1.4
9141,Huesca,Ath Bilbao,0,1,A,0.0,1.0,A,1.2,0.8,1.0,0.6
9142,Espanol,Huesca,1,1,D,1.0,0.0,H,1.2,2.0,1.2,0.8
9143,Getafe,Vallecano,2,1,H,1.0,0.0,H,1.8,1.0,1.0,1.4
9144,Sevilla,Barcelona,2,4,A,2.0,1.0,H,1.4,1.6,1.6,0.6
9145,Alaves,Celta,0,0,D,0.0,0.0,D,0.6,1.8,1.0,2.2
9146,Ath Bilbao,Eibar,1,0,H,1.0,0.0,H,0.8,0.6,2.4,1.2
9147,Ath Madrid,Villarreal,2,0,H,1.0,0.0,H,1.4,0.8,1.2,1.2
9148,Leganes,Valencia,1,1,D,0.0,1.0,A,1.6,1.8,1.4,0.6
9149,Levante,Real Madrid,1,2,A,0.0,1.0,A,1.2,1.6,2.6,1.0
9150,Valladolid,Betis,0,2,A,0.0,1.0,A,0.4,1.6,1.0,1.4
9151,Girona,Sociedad,0,0,D,0.0,0.0,D,0.8,2.2,1.4,0.6
9152,Vallecano,Girona,0,2,A,0.0,1.0,A,0.8,1.4,0.4,1.6
9153,Villarreal,Alaves,1,2,A,0.0,0.0,D,1.0,1.4,0.6,1.0
9154,Espanol,Valladolid,3,1,H,1.0,1.0,D,1.4,1.6,0.4,1.6
9155,Huesca,Sevilla,2,1,H,1.0,0.0,H,1.4,0.4,1.8,2.0
9156,Real Madrid,Barcelona,0,1,A,0.0,1.0,A,2.6,1.2,1.8,0.8
9157,Valencia,Ath Bilbao,2,0,H,0.0,0.0,D,1.2,0.6,0.8,0.4
9158,Sociedad,Ath Madrid,0,2,A,0.0,2.0,A,1.0,0.2,1.2,0.8
9159,Eibar,Celta,1,0,H,0.0,0.0,D,1.8,1.4,0.8,1.8
9160,Betis,Getafe,1,2,A,0.0,2.0,A,0.8,1.0,1.4,1.2
9161,Leganes,Levante,1,0,H,1.0,0.0,H,1.6,1.4,1.0,2.0
9162,Ath Bilbao,Espanol,1,1,D,0.0,1.0,A,0.6,0.8,1.6,1.0
9163,Alaves,Eibar,1,1,D,0.0,0.0,D,1.0,1.0,1.6,1.0
9164,Ath Madrid,Leganes,1,0,H,0.0,0.0,D,1.2,0.8,1.4,1.0
9165,Barcelona,Vallecano,3,1,H,1.0,1.0,D,1.6,0.8,0.6,1.8
9166,Getafe,Huesca,2,1,H,0.0,1.0,A,1.8,1.0,1.8,0.6
9167,Valladolid,Real Madrid,1,4,A,1.0,1.0,D,0.2,2.0,1.8,1.0
9168,Sevilla,Sociedad,5,2,H,1.0,1.0,D,1.0,2.4,1.0,0.6
9169,Girona,Valencia,2,3,A,1.0,1.0,D,0.8,1.2,1.0,0.6
9170,Celta,Betis,0,1,A,0.0,0.0,D,0.6,1.6,1.0,1.2
9171,Levante,Villarreal,0,2,A,0.0,0.0,D,1.0,1.2,1.2,1.2
9172,Sociedad,Levante,1,1,D,1.0,0.0,H,1.0,1.4,1.0,1.6
9173,Ath Bilbao,Ath Madrid,2,0,H,0.0,0.0,D,0.6,0.6,1.4,0.6
9174,Huesca,Alaves,1,3,A,1.0,1.0,D,1.2,1.0,1.2,0.6
9175,Leganes,Girona,0,2,A,0.0,2.0,A,1.0,1.0,1.2,1.2
9176,Real Madrid,Celta,2,0,H,0.0,0.0,D,2.0,1.2,0.4,1.8
9177,Villarreal,Vallecano,3,1,H,0.0,1.0,A,1.2,0.8,0.6,2.0
9178,Valencia,Getafe,0,0,D,0.0,0.0,D,1.2,0.6,2.2,1.2
9179,Espanol,Sevilla,0,1,A,0.0,0.0,D,1.4,0.8,2.0,2.6
9180,Eibar,Valladolid,1,2,A,0.0,0.0,D,1.2,1.2,0.4,2.0
9181,Betis,Barcelona,1,4,A,0.0,2.0,A,1.0,1.2,1.8,0.6
9182,Girona,Ath Bilbao,1,2,A,1.0,0.0,H,1.6,0.8,1.0,0.6
9183,Alaves,Ath Madrid,0,4,A,0.0,2.0,A,1.4,0.8,1.2,0.4
9184,Barcelona,Espanol,2,0,H,0.0,0.0,D,2.6,0.8,1.0,0.8
9185,Celta,Villarreal,3,2,H,0.0,2.0,A,0.2,1.6,1.8,1.0
9186,Getafe,Leganes,0,2,A,0.0,0.0,D,1.6,1.0,0.4,1.4
9187,Vallecano,Betis,1,1,D,1.0,0.0,H,0.6,2.2,1.2,1.4
9188,Valladolid,Sociedad,1,1,D,1.0,0.0,H,0.8,2.2,1.2,1.6
9189,Sevilla,Valencia,0,1,A,0.0,1.0,A,1.8,2.2,1.2,0.6
9190,Real Madrid,Huesca,3,2,H,1.0,1.0,D,1.8,1.0,1.0,1.6
9191,Levante,Eibar,2,2,D,2.0,1.0,H,1.2,1.4,1.0,1.2
9192,Ath Madrid,Girona,2,0,H,0.0,0.0,D,1.8,0.4,1.4,1.0
9193,Espanol,Getafe,1,1,D,0.0,0.0,D,1.0,1.2,1.2,1.0
9194,Villarreal,Barcelona,4,4,D,1.0,2.0,A,1.6,1.6,2.8,0.8
9195,Ath Bilbao,Levante,3,2,H,2.0,0.0,H,1.2,0.8,0.8,1.6
9196,Eibar,Vallecano,2,1,H,0.0,1.0,A,1.0,1.2,0.8,2.2
9197,Huesca,Celta,3,3,D,0.0,1.0,A,1.4,2.0,0.6,1.2
9198,Valencia,Real Madrid,2,1,H,1.0,0.0,H,1.4,0.6,2.2,1.0
9199,Sevilla,Alaves,2,0,H,1.0,0.0,H,1.8,1.8,1.2,1.4
9200,Sociedad,Betis,2,1,H,1.0,0.0,H,0.8,1.8,1.2,1.4
9201,Leganes,Valladolid,1,0,H,0.0,0.0,D,0.8,0.8,1.0,2.2
9202,Real Madrid,Eibar,2,1,H,0.0,1.0,A,2.0,1.2,1.4,1.2
9203,Vallecano,Valencia,2,0,H,1.0,0.0,H,0.8,2.2,1.6,0.6
9204,Barcelona,Ath Madrid,2,0,H,0.0,0.0,D,2.8,1.2,1.8,0.4
9205,Girona,Espanol,1,2,A,0.0,0.0,D,1.4,1.4,1.0,1.2
9206,Alaves,Leganes,1,1,D,1.0,0.0,H,1.2,1.8,0.8,0.6
9207,Betis,Villarreal,2,1,H,1.0,1.0,D,1.0,1.8,2.4,2.0
9208,Celta,Sociedad,3,1,H,0.0,1.0,A,1.2,1.8,1.2,2.0
9209,Getafe,Ath Bilbao,1,0,H,0.0,0.0,D,1.0,1.0,1.6,1.2
9210,Levante,Huesca,2,2,D,1.0,0.0,H,1.0,1.8,1.8,2.4
9211,Valladolid,Sevilla,0,2,A,0.0,0.0,D,1.0,2.0,1.8,1.0
9212,Sevilla,Betis,3,2,H,1.0,0.0,H,2.0,0.6,1.2,1.6
9213,Huesca,Barcelona,0,0,D,0.0,0.0,D,1.8,2.6,3.0,1.2
9214,Ath Madrid,Celta,2,0,H,1.0,0.0,H,1.4,0.8,1.8,1.8
9215,Espanol,Alaves,2,1,H,1.0,0.0,H,0.8,1.2,1.0,1.8
9216,Ath Bilbao,Vallecano,3,2,H,1.0,1.0,D,1.6,1.0,1.2,1.8
9217,Girona,Villarreal,0,1,A,0.0,1.0,A,1.2,1.8,2.4,2.0
9218,Sociedad,Eibar,1,1,D,1.0,0.0,H,1.4,2.2,1.4,1.6
9219,Valencia,Levante,3,1,H,1.0,0.0,H,1.2,1.0,1.4,2.0
9220,Valladolid,Getafe,2,2,D,1.0,1.0,D,0.8,1.8,0.8,0.8
9221,Leganes,Real Madrid,1,1,D,1.0,0.0,H,0.8,0.8,2.4,1.2
9222,Alaves,Valladolid,2,2,D,2.0,1.0,H,1.0,2.0,1.0,1.4
9223,Vallecano,Huesca,0,0,D,0.0,0.0,D,1.4,1.8,1.6,2.2
9224,Eibar,Ath Madrid,0,1,A,0.0,0.0,D,1.4,1.6,1.6,0.8
9225,Barcelona,Sociedad,2,1,H,1.0,0.0,H,2.4,1.0,1.2,1.4
9226,Celta,Girona,2,1,H,1.0,0.0,H,1.8,2.0,0.8,1.4
9227,Betis,Valencia,1,2,A,0.0,1.0,A,1.4,2.2,1.2,0.8
9228,Getafe,Sevilla,3,0,H,2.0,0.0,H,0.8,1.0,1.6,0.6
9229,Levante,Espanol,2,2,D,0.0,1.0,A,1.6,2.2,1.0,1.2
9230,Real Madrid,Ath Bilbao,3,0,H,0.0,0.0,D,1.8,1.2,2.0,1.2
9231,Villarreal,Leganes,2,1,H,0.0,0.0,D,2.2,2.0,1.0,0.8
9232,Alaves,Barcelona,0,2,A,0.0,0.0,D,0.8,2.2,2.0,1.0
9233,Huesca,Eibar,2,0,H,0.0,0.0,D,1.4,1.6,1.2,1.4
9234,Valladolid,Girona,1,0,H,0.0,0.0,D,1.0,1.6,0.6,1.8
9235,Levante,Betis,4,0,H,2.0,0.0,H,1.8,2.4,1.4,1.8
9236,Leganes,Ath Bilbao,0,1,A,0.0,1.0,A,1.2,0.8,1.6,1.8
9237,Espanol,Celta,1,1,D,1.0,0.0,H,1.4,1.4,2.2,1.8
9238,Ath Madrid,Valencia,3,2,H,1.0,1.0,D,1.8,0.4,1.6,1.0
9239,Getafe,Real Madrid,0,0,D,0.0,0.0,D,1.4,1.0,2.0,1.2
9240,Sevilla,Vallecano,5,0,H,0.0,0.0,D,1.4,1.2,1.2,1.2
9241,Sociedad,Villarreal,0,1,A,0.0,0.0,D,1.2,1.6,2.0,2.0
9242,Ath Bilbao,Alaves,1,1,D,1.0,1.0,D,1.4,1.6,0.8,1.8
9243,Ath Madrid,Valladolid,1,0,H,0.0,0.0,D,1.6,0.8,1.0,1.4
9244,Barcelona,Levante,1,0,H,0.0,0.0,D,2.0,1.0,2.2,2.0
9245,Leganes,Celta,0,0,D,0.0,0.0,D,0.8,1.0,1.8,1.6
9246,Villarreal,Huesca,1,1,D,1.0,0.0,H,1.8,1.4,1.4,1.0
9247,Valencia,Eibar,0,1,A,0.0,0.0,D,1.8,1.6,0.8,1.4
9248,Vallecano,Real Madrid,1,0,H,1.0,0.0,H,1.0,2.0,1.4,0.8
9249,Girona,Sevilla,1,0,H,0.0,0.0,D,0.4,1.6,2.4,1.0
9250,Sociedad,Getafe,2,1,H,1.0,0.0,H,1.0,1.6,1.4,0.6
9251,Betis,Espanol,1,1,D,0.0,1.0,A,1.2,2.4,1.6,1.2
9252,Sevilla,Leganes,0,3,A,0.0,2.0,A,2.0,1.2,0.6,1.0
9253,Alaves,Sociedad,0,1,A,0.0,1.0,A,1.0,1.6,1.0,1.6
9254,Celta,Barcelona,2,0,H,0.0,0.0,D,1.2,1.0,1.4,0.2
9255,Espanol,Ath Madrid,3,0,H,1.0,0.0,H,1.6,1.2,1.4,0.8
9256,Levante,Vallecano,4,1,H,2.0,0.0,H,1.8,1.6,1.0,1.6
9257,Valladolid,Ath Bilbao,1,0,H,1.0,0.0,H,1.0,1.4,1.0,1.4
9258,Real Madrid,Villarreal,3,2,H,2.0,1.0,H,1.2,0.6,1.2,0.8
9259,Eibar,Betis,1,0,H,1.0,0.0,H,0.6,1.2,1.2,2.2
9260,Getafe,Girona,2,0,H,1.0,0.0,H,1.4,0.8,0.6,1.2
9261,Huesca,Valencia,2,6,A,0.0,5.0,A,1.0,0.6,1.4,1.6
9262,Sociedad,Real Madrid,3,1,H,1.0,1.0,D,1.0,1.0,1.4,0.8
9263,Vallecano,Valladolid,1,2,A,0.0,1.0,A,0.8,2.4,1.2,1.0
9264,Valencia,Alaves,3,1,H,2.0,1.0,H,2.6,1.6,0.8,1.6
9265,Leganes,Espanol,0,2,A,0.0,1.0,A,1.0,0.8,1.8,1.0
9266,Villarreal,Eibar,1,0,H,0.0,0.0,D,1.4,1.0,0.6,0.8
9267,Betis,Huesca,2,1,H,1.0,0.0,H,0.8,2.2,1.0,1.4
9268,Barcelona,Getafe,2,0,H,1.0,0.0,H,1.0,0.6,1.6,0.8
9269,Ath Madrid,Sevilla,1,1,D,1.0,0.0,H,1.4,1.0,1.6,1.8
9270,Ath Bilbao,Celta,3,1,H,3.0,0.0,H,1.0,1.4,1.0,0.8
9271,Girona,Levante,1,2,A,0.0,0.0,D,0.4,1.2,2.2,1.4
9272,Alaves,Girona,2,1,H,1.0,0.0,H,0.8,1.8,0.6,1.4
9273,Celta,Vallecano,2,2,D,0.0,1.0,A,1.2,1.0,0.6,2.2
9274,Espanol,Sociedad,2,0,H,0.0,0.0,D,1.8,0.8,1.4,1.0
9275,Getafe,Villarreal,2,2,D,1.0,1.0,D,1.2,0.8,1.4,1.0
9276,Huesca,Leganes,2,1,H,0.0,1.0,A,1.2,1.8,0.8,1.0
9277,Levante,Ath Madrid,2,2,D,2.0,0.0,H,2.4,1.0,1.2,1.2
9278,Sevilla,Ath Bilbao,2,0,H,1.0,0.0,H,1.2,1.6,1.0,1.2
9279,Valladolid,Valencia,0,2,A,0.0,1.0,A,1.2,0.8,2.6,1.6
9280,Real Madrid,Betis,0,2,A,0.0,0.0,D,1.4,1.2,0.8,1.8
9281,Eibar,Barcelona,2,2,D,2.0,2.0,D,0.4,0.8,1.4,0.6
9282,Ath Bilbao,Barcelona,1,0,H,0.0,0.0,D,1.0,1.0,1.4,0.8
9283,Celta,Real Madrid,1,3,A,0.0,1.0,A,1.2,1.2,0.8,1.6
9284,Valencia,Sociedad,1,1,D,0.0,0.0,D,2.6,1.4,1.2,1.0
9285,Mallorca,Eibar,2,1,H,1.0,0.0,H,1.4,1.0,0.8,1.0
9286,Leganes,Osasuna,0,1,A,0.0,0.0,D,0.8,1.0,1.2,3.8
9287,Villarreal,Granada,4,4,D,1.0,1.0,D,1.4,1.2,0.6,2.4
9288,Alaves,Levante,1,0,H,0.0,0.0,D,0.8,1.6,2.4,1.0
9289,Espanol,Sevilla,0,2,A,0.0,1.0,A,1.8,0.4,1.6,1.0
9290,Betis,Valladolid,1,2,A,0.0,0.0,D,1.0,1.4,0.8,0.8
9291,Ath Madrid,Getafe,1,0,H,1.0,0.0,H,1.4,1.6,1.0,1.2
9292,Granada,Sevilla,0,1,A,0.0,0.0,D,1.4,2.8,1.0,1.0
9293,Levante,Villarreal,2,1,H,0.0,1.0,A,1.6,1.2,2.0,2.0
9294,Getafe,Ath Bilbao,1,1,D,1.0,1.0,D,1.0,1.4,1.0,1.0
9295,Celta,Valencia,1,0,H,1.0,0.0,H,1.2,1.6,2.4,1.0
9296,Real Madrid,Valladolid,1,1,D,0.0,0.0,D,1.4,1.8,1.0,1.0
9297,Osasuna,Eibar,0,0,D,0.0,0.0,D,1.2,2.4,1.0,1.0
9298,Alaves,Espanol,0,0,D,0.0,0.0,D,1.0,1.2,1.6,0.6
9299,Mallorca,Sociedad,0,1,A,0.0,0.0,D,1.6,1.0,1.4,1.0
9300,Leganes,Ath Madrid,0,1,A,0.0,0.0,D,0.8,1.0,1.0,1.2
9301,Barcelona,Betis,5,2,H,1.0,1.0,D,1.0,1.0,1.2,1.0
9302,Sevilla,Celta,1,1,D,0.0,0.0,D,1.2,0.8,1.4,1.6
9303,Ath Bilbao,Sociedad,2,0,H,2.0,0.0,H,1.0,1.0,1.2,0.8
9304,Levante,Valladolid,2,0,H,0.0,0.0,D,2.0,1.2,1.2,1.0
9305,Betis,Leganes,2,1,H,0.0,0.0,D,1.4,1.8,0.8,1.2
9306,Osasuna,Barcelona,2,2,D,1.0,0.0,H,0.8,2.0,1.8,1.4
9307,Getafe,Alaves,1,1,D,1.0,1.0,D,1.0,1.2,0.8,1.0
9308,Valencia,Mallorca,2,0,H,1.0,0.0,H,2.4,1.0,1.4,0.8
9309,Ath Madrid,Eibar,3,2,H,1.0,2.0,A,1.0,1.2,0.8,1.0
9310,Espanol,Granada,0,3,A,0.0,1.0,A,1.4,0.4,1.2,2.6
9311,Villarreal,Real Madrid,2,2,D,1.0,1.0,D,2.0,2.2,1.6,1.8
9312,Mallorca,Ath Bilbao,0,0,D,0.0,0.0,D,1.2,1.2,1.4,0.8
9313,Real Madrid,Levante,3,2,H,3.0,0.0,H,1.4,1.8,1.6,1.0
9314,Leganes,Villarreal,0,3,A,0.0,2.0,A,0.4,1.6,2.0,2.0
9315,Sociedad,Ath Madrid,2,0,H,0.0,0.0,D,1.0,1.2,1.6,1.0
9316,Barcelona,Valencia,5,2,H,2.0,1.0,H,2.2,1.4,1.6,0.6
9317,Betis,Getafe,1,1,D,0.0,1.0,A,1.8,1.8,0.8,1.4
9318,Valladolid,Osasuna,1,1,D,0.0,0.0,D,1.0,1.4,1.0,1.6
9319,Eibar,Espanol,1,2,A,0.0,0.0,D,1.0,1.6,0.8,1.0
9320,Alaves,Sevilla,0,1,A,0.0,1.0,A,1.0,1.0,1.4,0.4
9321,Celta,Granada,0,2,A,0.0,1.0,A,1.2,1.8,1.8,1.8
9322,Osasuna,Betis,0,0,D,0.0,0.0,D,0.8,1.6,1.6,1.8
9323,Villarreal,Valladolid,2,0,H,0.0,0.0,D,2.4,2.0,0.8,1.4
9324,Levante,Eibar,0,0,D,0.0,0.0,D,1.6,1.4,1.2,1.8
9325,Ath Madrid,Celta,0,0,D,0.0,0.0,D,1.4,1.2,1.0,1.6
9326,Granada,Barcelona,2,0,H,1.0,0.0,H,2.0,1.4,2.8,1.8
9327,Sevilla,Real Madrid,0,1,A,0.0,0.0,D,1.4,0.2,1.8,1.6
9328,Ath Bilbao,Alaves,2,0,H,1.0,0.0,H,0.8,0.6,0.8,0.6
9329,Valencia,Leganes,1,1,D,1.0,1.0,D,1.4,1.4,0.4,1.8
9330,Getafe,Mallorca,4,2,H,2.0,0.0,H,1.0,1.2,1.2,1.2
9331,Espanol,Sociedad,1,3,A,0.0,2.0,A,0.8,1.2,0.8,1.0
9332,Valladolid,Granada,1,1,D,1.0,1.0,D,0.8,1.4,2.2,1.0
9333,Betis,Levante,3,1,H,1.0,1.0,D,1.2,1.8,1.2,1.0
9334,Barcelona,Villarreal,2,1,H,2.0,1.0,H,2.4,1.8,2.4,1.6
9335,Real Madrid,Osasuna,2,0,H,1.0,0.0,H,2.0,1.2,0.8,0.6
9336,Leganes,Ath Bilbao,1,1,D,0.0,0.0,D,0.4,1.6,1.2,0.2
9337,Mallorca,Ath Madrid,0,2,A,0.0,1.0,A,0.8,1.6,1.0,0.8
9338,Valencia,Getafe,3,3,D,3.0,1.0,H,1.2,1.6,1.4,1.2
9339,Sociedad,Alaves,3,0,H,3.0,0.0,H,1.4,0.8,0.4,0.8
9340,Celta,Espanol,1,1,D,0.0,0.0,D,0.6,1.2,0.6,1.8
9341,Eibar,Sevilla,3,2,H,0.0,2.0,A,0.8,1.4,1.0,0.4
9342,Villarreal,Betis,5,1,H,1.0,0.0,H,1.8,1.2,1.6,1.6
9343,Ath Bilbao,Valencia,0,1,A,0.0,1.0,A,1.2,0.4,1.6,2.0
9344,Getafe,Barcelona,0,2,A,0.0,1.0,A,2.0,1.6,2.8,1.8
9345,Granada,Leganes,1,0,H,1.0,0.0,H,1.6,0.4,0.6,1.6
9346,Ath Madrid,Real Madrid,0,0,D,0.0,0.0,D,1.2,0.8,1.8,1.0
9347,Levante,Osasuna,1,1,D,1.0,0.0,H,1.4,1.4,0.6,1.0
9348,Alaves,Mallorca,2,0,H,0.0,0.0,D,0.2,1.4,0.4,1.8
9349,Sevilla,Sociedad,3,2,H,1.0,1.0,D,1.0,1.0,1.8,0.6
9350,Espanol,Valladolid,0,2,A,0.0,1.0,A,0.8,1.6,0.6,1.4
9351,Eibar,Celta,2,0,H,0.0,0.0,D,1.2,1.4,0.6,0.8
9352,Betis,Eibar,1,1,D,0.0,1.0,A,1.4,1.6,1.6,1.4
9353,Leganes,Levante,1,2,A,0.0,1.0,A,0.6,1.6,1.2,1.4
9354,Real Madrid,Granada,4,2,H,2.0,0.0,H,1.6,0.8,1.8,0.2
9355,Valencia,Alaves,2,1,H,1.0,0.0,H,1.8,1.8,0.6,1.4
9356,Osasuna,Villarreal,2,1,H,0.0,1.0,A,0.8,1.2,2.6,1.0
9357,Sociedad,Getafe,1,2,A,1.0,0.0,H,2.0,1.2,1.8,1.8
9358,Mallorca,Espanol,2,0,H,1.0,0.0,H,0.4,2.0,0.8,2.0
9359,Celta,Ath Bilbao,1,0,H,0.0,0.0,D,0.4,1.2,1.0,0.4
9360,Valladolid,Ath Madrid,0,0,D,0.0,0.0,D,0.8,1.2,1.0,0.8
9361,Barcelona,Sevilla,4,0,H,3.0,0.0,H,2.2,1.4,1.4,1.4
9362,Granada,Osasuna,1,0,H,1.0,0.0,H,1.6,1.0,0.8,1.0
9363,Eibar,Barcelona,0,3,A,0.0,1.0,A,1.4,1.0,2.6,1.0
9364,Ath Madrid,Valencia,1,1,D,1.0,0.0,H,0.4,0.4,1.8,2.0
9365,Getafe,Leganes,2,0,H,0.0,0.0,D,2.0,1.8,0.6,1.6
9366,Mallorca,Real Madrid,1,0,H,1.0,0.0,H,0.8,1.6,2.0,0.8
9367,Alaves,Celta,2,0,H,0.0,0.0,D,0.6,1.6,0.4,1.0
9368,Sociedad,Betis,3,1,H,2.0,1.0,H,2.2,1.2,1.2,1.6
9369,Espanol,Villarreal,0,1,A,0.0,1.0,A,0.8,1.8,2.4,1.0
9370,Ath Bilbao,Valladolid,1,1,D,1.0,0.0,H,0.6,0.6,0.8,0.8
9371,Sevilla,Levante,1,0,H,0.0,0.0,D,1.2,2.0,1.2,1.6
9372,Villarreal,Alaves,4,1,H,1.0,0.0,H,2.0,1.0,1.0,1.4
9373,Ath Madrid,Ath Bilbao,2,0,H,1.0,0.0,H,0.6,0.2,0.8,0.8
9374,Leganes,Mallorca,1,0,H,1.0,0.0,H,0.6,1.4,1.0,1.6
9375,Valladolid,Eibar,2,0,H,2.0,0.0,H,0.8,0.8,1.2,1.2
9376,Celta,Sociedad,0,1,A,0.0,0.0,D,0.4,1.0,2.4,1.4
9377,Granada,Betis,1,0,H,0.0,0.0,D,1.4,1.0,1.2,2.0
9378,Levante,Espanol,0,1,A,0.0,1.0,A,0.8,1.2,0.4,1.8
9379,Sevilla,Getafe,2,0,H,0.0,0.0,D,1.2,2.0,2.2,1.6
9380,Osasuna,Valencia,3,1,H,1.0,1.0,D,0.6,1.0,1.6,1.2
9381,Alaves,Ath Madrid,1,1,D,0.0,0.0,D,1.2,1.8,1.0,0.2
9382,Barcelona,Valladolid,5,1,H,3.0,1.0,H,2.2,0.6,1.2,0.4
9383,Real Madrid,Leganes,5,0,H,3.0,0.0,H,1.4,0.6,0.6,1.2
9384,Betis,Celta,2,1,H,1.0,0.0,H,1.2,2.2,0.4,1.2
