,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Home_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsScored_Last5,Away_GoalsConceded_Last5
3629,Numancia,Albacete,0,0,D,0.0,0.0,D,1.0,1.4,0.8,1.4
3630,Mallorca,Barcelona,1,3,A,0.0,3.0,A,1.0,1.0,2.0,0.8
3631,Osasuna,Getafe,2,1,H,2.0,1.0,H,1.4,1.2,0.75,1.5
3632,Betis,Valencia,1,1,D,1.0,1.0,D,1.4,2.0,2.8,1.0
3633,Sociedad,Ath Madrid,1,0,H,1.0,0.0,H,0.6,1.4,1.2,0.4
3634,Albacete,Espanol,1,0,H,0.0,0.0,D,0.6,1.4,1.4,0.6
3635,Barcelona,Numancia,1,0,H,0.0,0.0,D,2.4,0.6,0.6,1.2
3636,Getafe,Ath Bilbao,3,1,H,1.0,0.0,H,0.8,1.6,1.4,1.6
3637,Levante,Mallorca,2,0,H,2.0,0.0,H,1.6,1.8,0.8,1.4
3638,Malaga,Osasuna,2,0,H,1.0,0.0,H,1.2,1.0,1.8,1.2
3639,Real Madrid,La Coruna,0,1,A,0.0,1.0,A,0.8,0.6,1.2,2.2
3640,Santander,Sevilla,0,0,D,0.0,0.0,D,0.6,1.6,1.2,0.6
3641,Villarreal,Zaragoza,2,0,H,1.0,0.0,H,0.4,0.8,2.4,2.2
3642,Espanol,Barcelona,0,1,A,0.0,1.0,A,1.2,0.6,2.2,0.6
3643,Betis,Real Madrid,1,1,D,1.0,0.0,H,1.4,2.0,0.6,0.8
3644,La Coruna,Getafe,2,1,H,1.0,0.0,H,1.2,2.0,1.2,1.2
3645,Valencia,Sevilla,1,2,A,0.0,0.0,D,2.6,1.0,1.0,0.6
3646,Zaragoza,Sociedad,2,1,H,1.0,1.0,D,1.8,2.4,0.6,1.2
3647,Osasuna,Albacete,3,2,H,2.0,1.0,H,1.6,1.4,0.8,1.2
3648,Mallorca,Villarreal,1,1,D,1.0,1.0,D,0.8,1.6,0.6,0.4
3649,Numancia,Levante,1,3,A,0.0,1.0,A,0.4,1.2,1.8,1.6
3650,Ath Madrid,Santander,1,0,H,1.0,0.0,H,0.8,0.6,0.6,1.2
3651,Ath Bilbao,Malaga,1,0,H,1.0,0.0,H,1.4,2.0,1.6,0.6
3652,Malaga,La Coruna,1,1,D,1.0,0.0,H,1.6,0.8,1.4,1.6
3653,Real Madrid,Valencia,1,0,H,1.0,0.0,H,0.6,1.0,2.4,1.0
3654,Villarreal,Numancia,4,0,H,1.0,0.0,H,0.8,0.6,0.6,1.6
3655,Sociedad,Mallorca,2,1,H,1.0,0.0,H,0.8,1.6,0.6,1.6
3656,Sevilla,Ath Madrid,2,1,H,1.0,0.0,H,1.4,0.4,0.6,0.6
3657,Santander,Zaragoza,1,0,H,1.0,0.0,H,0.4,0.8,2.2,2.6
3658,Levante,Espanol,0,2,A,0.0,0.0,D,1.8,1.6,0.4,0.6
3659,Getafe,Betis,0,2,A,0.0,0.0,D,1.2,1.2,1.4,1.4
3660,Barcelona,Osasuna,3,0,H,2.0,0.0,H,2.0,0.6,1.6,1.6
3661,Albacete,Ath Bilbao,1,0,H,1.0,0.0,H,1.2,1.4,1.2,1.6
3662,Ath Bilbao,Barcelona,1,1,D,1.0,1.0,D,1.0,1.4,2.4,0.4
3663,Valencia,Ath Madrid,1,1,D,0.0,0.0,D,1.8,1.0,0.6,0.8
3664,Zaragoza,Sevilla,3,0,H,2.0,0.0,H,1.4,2.2,1.2,0.6
3665,Osasuna,Levante,0,1,A,0.0,1.0,A,1.0,1.8,1.8,1.4
3666,Numancia,Sociedad,0,2,A,0.0,0.0,D,0.4,2.4,1.0,1.2
3667,Real Madrid,Getafe,2,0,H,1.0,0.0,H,0.8,0.8,1.2,1.4
3668,La Coruna,Albacete,0,0,D,0.0,0.0,D,1.2,1.6,0.8,0.6
3669,Espanol,Villarreal,0,0,D,0.0,0.0,D,0.6,0.6,1.4,0.4
3670,Betis,Malaga,1,1,D,1.0,1.0,D,1.4,0.8,1.4,0.8
3671,Mallorca,Santander,1,2,A,0.0,1.0,A,0.6,1.6,0.4,0.6
3672,Albacete,Betis,0,0,D,0.0,0.0,D,0.8,0.6,1.2,0.8
3673,Barcelona,La Coruna,2,1,H,2.0,1.0,H,1.8,0.4,1.0,0.6
3674,Villarreal,Osasuna,3,0,H,2.0,0.0,H,1.4,0.4,1.0,1.8
3675,Sevilla,Mallorca,1,1,D,0.0,0.0,D,1.2,1.2,0.8,2.0
3676,Santander,Numancia,2,0,H,0.0,0.0,D,0.6,0.8,0.2,2.0
3677,Sociedad,Espanol,0,2,A,0.0,0.0,D,1.4,1.0,0.6,0.4
3678,Levante,Ath Bilbao,1,0,H,0.0,0.0,D,1.8,1.4,1.0,1.2
3679,Getafe,Valencia,1,0,H,1.0,0.0,H,1.0,1.8,1.0,1.0
3680,Ath Madrid,Zaragoza,1,1,D,0.0,1.0,A,0.8,0.8,1.8,1.4
3681,Malaga,Real Madrid,0,2,A,0.0,1.0,A,0.8,0.8,1.0,0.8
3682,Ath Bilbao,Villarreal,2,1,H,0.0,0.0,D,0.6,1.2,2.0,0.2
3683,Espanol,Santander,2,1,H,1.0,0.0,H,0.8,0.4,1.0,0.4
3684,Getafe,Malaga,1,0,H,0.0,0.0,D,1.0,1.4,0.8,1.0
3685,La Coruna,Levante,1,0,H,0.0,0.0,D,1.0,0.8,1.4,0.6
3686,Numancia,Sevilla,2,1,H,0.0,0.0,D,0.2,2.4,1.0,1.2
3687,Osasuna,Sociedad,1,0,H,0.0,0.0,D,0.6,2.2,1.2,1.0
3688,Valencia,Zaragoza,0,0,D,0.0,0.0,D,0.6,1.2,1.2,1.0
3689,Real Madrid,Albacete,6,1,H,3.0,1.0,H,1.2,0.4,0.8,0.6
3690,Betis,Barcelona,2,1,H,0.0,0.0,D,1.0,0.6,1.6,0.4
3691,Mallorca,Ath Madrid,1,1,D,1.0,0.0,H,0.8,1.6,0.8,1.0
3692,Villarreal,La Coruna,0,2,A,0.0,1.0,A,1.8,0.6,1.0,0.8
3693,Barcelona,Real Madrid,3,0,H,2.0,0.0,H,1.6,0.8,2.4,0.4
3694,Malaga,Valencia,0,2,A,0.0,1.0,A,0.4,1.2,0.4,1.0
3695,Albacete,Getafe,1,1,D,0.0,0.0,D,0.8,1.8,0.6,1.2
3696,Ath Madrid,Numancia,2,0,H,0.0,0.0,D,1.0,1.0,0.6,2.4
3697,Levante,Betis,1,2,A,1.0,1.0,D,1.0,0.8,1.2,0.6
3698,Santander,Osasuna,1,1,D,0.0,1.0,A,1.2,0.8,0.8,1.8
3699,Sevilla,Espanol,1,0,H,1.0,0.0,H,1.2,1.6,1.2,0.4
3700,Sociedad,Ath Bilbao,3,2,H,0.0,2.0,A,1.0,1.2,0.8,0.8
3701,Zaragoza,Mallorca,0,1,A,0.0,1.0,A,1.2,0.6,1.0,1.4
3702,Espanol,Ath Madrid,2,1,H,0.0,0.0,D,1.2,0.4,1.2,1.0
3703,Ath Bilbao,Santander,3,0,H,2.0,0.0,H,1.0,1.4,1.4,0.8
3704,Getafe,Barcelona,1,2,A,0.0,2.0,A,0.6,1.0,2.0,0.8
3705,Real Madrid,Levante,5,0,H,1.0,0.0,H,2.2,0.8,0.6,1.0
3706,Osasuna,Sevilla,4,1,H,1.0,1.0,D,0.4,1.6,1.0,1.4
3707,Numancia,Zaragoza,2,1,H,2.0,1.0,H,0.4,2.2,0.8,0.6
3708,Betis,Villarreal,2,1,H,2.0,0.0,H,1.4,0.6,1.6,0.8
3709,La Coruna,Sociedad,2,2,D,2.0,1.0,H,1.0,0.6,1.4,1.2
3710,Valencia,Mallorca,2,0,H,1.0,0.0,H,0.6,0.6,1.0,1.2
3711,Malaga,Albacete,0,2,A,0.0,1.0,A,0.4,1.4,0.6,1.4
3712,Sociedad,Betis,1,0,H,1.0,0.0,H,1.4,1.4,1.4,0.8
3713,Barcelona,Malaga,4,0,H,2.0,0.0,H,1.8,1.0,0.2,1.6
3714,Albacete,Valencia,0,1,A,0.0,0.0,D,0.8,1.4,1.0,0.4
3715,Villarreal,Real Madrid,0,0,D,0.0,0.0,D,1.0,1.2,3.0,0.8
3716,Zaragoza,Espanol,0,1,A,0.0,1.0,A,1.0,0.8,1.2,0.6
3717,Sevilla,Ath Bilbao,2,0,H,0.0,0.0,D,0.8,2.0,1.6,1.2
3718,Ath Madrid,Osasuna,3,2,H,2.0,1.0,H,1.2,1.0,1.2,1.2
3719,Mallorca,Numancia,3,2,H,0.0,1.0,A,0.8,1.2,0.8,1.6
3720,Levante,Getafe,0,0,D,0.0,0.0,D,0.6,1.6,0.8,1.0
3721,Santander,La Coruna,2,2,D,1.0,0.0,H,1.2,1.4,1.2,0.8
3722,Albacete,Barcelona,1,2,A,0.0,1.0,A,0.8,1.6,2.4,0.8
3723,Ath Bilbao,Ath Madrid,1,0,H,1.0,0.0,H,1.4,1.4,1.6,1.2
3724,Betis,Santander,2,1,H,1.0,0.0,H,1.2,0.8,1.2,1.6
3725,Espanol,Mallorca,2,1,H,2.0,0.0,H,1.4,0.6,1.2,1.2
3726,Getafe,Villarreal,1,2,A,0.0,1.0,A,0.8,0.6,1.0,1.2
3727,La Coruna,Sevilla,2,2,D,0.0,1.0,A,1.6,1.2,1.2,1.4
3728,Malaga,Levante,1,0,H,0.0,0.0,D,0.0,2.2,0.4,1.6
3729,Osasuna,Zaragoza,2,2,D,1.0,1.0,D,1.6,1.6,0.4,1.0
3730,Valencia,Numancia,1,0,H,1.0,0.0,H,1.0,0.2,1.2,1.8
3731,Levante,Albacete,1,1,D,1.0,1.0,D,0.2,1.8,1.0,2.0
3732,Barcelona,Valencia,1,1,D,0.0,0.0,D,2.4,0.8,1.2,0.0
3733,Santander,Real Madrid,2,3,A,1.0,1.0,D,1.0,2.0,2.6,0.8
3734,Villarreal,Malaga,3,0,H,1.0,0.0,H,0.8,1.4,0.2,1.8
3735,Zaragoza,Ath Bilbao,0,2,A,0.0,0.0,D,0.6,1.2,1.6,1.2
3736,Sevilla,Betis,2,1,H,1.0,1.0,D,1.4,1.6,1.6,1.0
3737,Sociedad,Getafe,1,1,D,0.0,0.0,D,1.2,1.4,0.8,1.0
3738,Numancia,Espanol,0,0,D,0.0,0.0,D,1.2,1.6,1.4,0.8
3739,Mallorca,Osasuna,1,2,A,0.0,2.0,A,1.2,1.4,2.0,1.4
3740,Ath Madrid,La Coruna,1,0,H,1.0,0.0,H,1.4,1.2,1.8,1.2
3741,Barcelona,Levante,2,1,H,1.0,0.0,H,2.4,0.6,0.4,1.8
3742,Betis,Ath Madrid,1,0,H,1.0,0.0,H,1.4,1.2,1.4,1.0
3743,Valencia,Espanol,3,0,H,1.0,0.0,H,1.4,0.2,1.0,0.6
3744,Real Madrid,Sevilla,0,1,A,0.0,1.0,A,2.8,1.2,1.6,1.4
3745,Osasuna,Numancia,2,0,H,0.0,0.0,D,2.2,1.6,0.8,1.4
3746,Malaga,Sociedad,1,5,A,1.0,1.0,D,0.2,2.2,1.4,1.2
3747,Getafe,Santander,2,0,H,2.0,0.0,H,0.8,1.2,1.2,2.2
3748,Ath Bilbao,Mallorca,4,0,H,2.0,0.0,H,1.6,1.0,1.2,1.6
3749,Albacete,Villarreal,2,2,D,1.0,2.0,A,1.0,1.0,1.2,1.0
3750,La Coruna,Zaragoza,2,3,A,0.0,1.0,A,1.6,1.4,0.6,1.6
3751,Real Madrid,Sociedad,2,1,H,1.0,0.0,H,1.6,1.2,2.4,1.2
3752,Numancia,Ath Bilbao,1,1,D,0.0,1.0,A,0.8,1.4,2.0,0.4
3753,Sevilla,Getafe,0,0,D,0.0,0.0,D,1.6,1.4,1.0,1.0
3754,Valencia,Levante,2,1,H,0.0,0.0,D,1.6,0.2,0.4,1.8
3755,Sociedad,Albacete,0,2,A,0.0,1.0,A,2.0,1.2,1.2,1.2
3756,Zaragoza,Betis,1,0,H,1.0,0.0,H,1.2,1.8,1.2,1.0
3757,Santander,Malaga,2,1,H,2.0,0.0,H,1.0,2.4,0.4,2.8
3758,Villarreal,Barcelona,3,0,H,1.0,0.0,H,1.6,1.0,2.2,0.8
3759,Espanol,Osasuna,4,1,H,3.0,1.0,H,1.0,1.0,2.4,1.4
3760,Ath Madrid,Real Madrid,0,3,A,0.0,1.0,A,1.0,1.2,2.0,0.8
3761,Mallorca,La Coruna,2,2,D,0.0,0.0,D,1.0,2.4,1.6,2.0
3762,Getafe,Ath Madrid,1,1,D,0.0,1.0,A,0.8,0.6,0.8,1.4
3763,Malaga,Sevilla,1,0,H,0.0,0.0,D,0.6,2.8,1.4,0.6
3764,Real Madrid,Zaragoza,3,1,H,1.0,1.0,D,1.6,0.8,1.2,1.4
3765,Levante,Villarreal,2,4,A,0.0,2.0,A,0.6,1.2,2.0,0.6
3766,La Coruna,Numancia,1,1,D,0.0,0.0,D,1.6,2.0,0.6,1.4
3767,Osasuna,Valencia,0,0,D,0.0,0.0,D,1.8,2.0,1.6,0.4
3768,Barcelona,Sociedad,1,0,H,0.0,0.0,D,1.8,1.2,1.6,1.2
3769,Ath Bilbao,Espanol,1,1,D,1.0,1.0,D,1.6,0.6,1.4,1.0
3770,Albacete,Santander,0,0,D,0.0,0.0,D,1.2,1.2,1.4,2.0
3771,Betis,Mallorca,2,0,H,1.0,0.0,H,0.8,1.0,1.4,2.4
3772,Ath Bilbao,Osasuna,4,3,H,0.0,1.0,A,1.8,0.4,1.4,1.4
3773,Barcelona,Santander,3,0,H,1.0,0.0,H,1.2,1.2,1.0,1.6
3774,Albacete,Sevilla,0,2,A,0.0,2.0,A,1.2,1.0,1.0,0.8
3775,Betis,Numancia,4,0,H,3.0,0.0,H,1.2,0.8,0.4,1.0
3776,Getafe,Zaragoza,3,0,H,3.0,0.0,H,1.0,0.8,1.4,1.8
3777,La Coruna,Espanol,4,1,H,2.0,1.0,H,1.4,1.8,1.4,1.2
3778,Levante,Sociedad,2,1,H,1.0,0.0,H,1.0,2.0,1.4,1.4
3779,Malaga,Ath Madrid,1,0,H,0.0,0.0,D,0.8,2.0,0.4,1.2
3780,Real Madrid,Mallorca,3,1,H,1.0,1.0,D,2.2,1.0,0.8,2.4
3781,Villarreal,Valencia,3,1,H,2.0,0.0,H,2.8,1.0,1.4,0.4
3782,Sevilla,Barcelona,0,4,A,0.0,0.0,D,1.0,0.4,1.4,1.0
3783,Ath Madrid,Albacete,3,1,H,3.0,1.0,H,0.4,1.2,1.0,1.0
3784,Espanol,Betis,2,2,D,1.0,0.0,H,1.2,1.8,1.6,0.6
3785,Mallorca,Getafe,3,1,H,2.0,1.0,H,0.8,2.6,1.4,0.4
3786,Numancia,Real Madrid,1,2,A,0.0,0.0,D,0.4,1.6,2.2,0.8
3787,Osasuna,La Coruna,1,1,D,0.0,0.0,D,1.6,1.8,1.8,1.6
3788,Santander,Levante,2,2,D,1.0,0.0,H,0.8,1.8,1.4,2.0
3789,Sociedad,Villarreal,0,4,A,0.0,0.0,D,1.4,1.6,3.0,1.0
3790,Valencia,Ath Bilbao,2,2,D,0.0,1.0,A,1.4,1.0,2.4,1.0
3791,Zaragoza,Malaga,1,0,H,1.0,0.0,H,1.0,2.0,0.8,2.0
3792,Real Madrid,Espanol,4,0,H,2.0,0.0,H,2.6,0.8,1.6,2.2
3793,Sociedad,Valencia,3,3,D,1.0,1.0,D,0.4,2.2,1.6,1.2
3794,Villarreal,Santander,2,1,H,0.0,1.0,A,3.2,1.0,0.8,1.6
3795,Malaga,Mallorca,0,0,D,0.0,0.0,D,0.8,1.6,1.2,2.4
3796,Levante,Sevilla,0,3,A,0.0,1.0,A,1.6,2.2,0.6,1.0
3797,La Coruna,Ath Bilbao,1,1,D,0.0,0.0,D,2.0,1.6,2.4,1.4
3798,Barcelona,Ath Madrid,0,2,A,0.0,1.0,A,2.0,0.8,0.8,1.4
3799,Betis,Osasuna,3,1,H,2.0,1.0,H,1.8,0.6,1.4,1.8
3800,Albacete,Zaragoza,2,1,H,0.0,1.0,A,1.0,1.4,1.2,1.6
3801,Getafe,Numancia,1,0,H,1.0,0.0,H,1.4,0.8,0.6,2.0
3802,Valencia,La Coruna,1,2,A,0.0,1.0,A,1.6,1.8,1.8,1.2
3803,Zaragoza,Barcelona,1,4,A,0.0,3.0,A,0.8,1.6,1.6,1.0
3804,Osasuna,Real Madrid,1,2,A,1.0,0.0,H,1.2,2.4,3.0,0.6
3805,Sevilla,Villarreal,2,1,H,1.0,0.0,H,1.0,1.0,3.2,0.8
3806,Santander,Sociedad,1,3,A,0.0,3.0,A,1.0,1.6,0.8,2.4
3807,Numancia,Malaga,0,1,A,0.0,1.0,A,0.6,1.8,0.6,0.6
3808,Ath Bilbao,Betis,4,4,D,2.0,3.0,A,1.8,1.6,2.2,0.8
3809,Espanol,Getafe,2,0,H,0.0,0.0,D,1.6,2.4,1.2,0.8
3810,Ath Madrid,Levante,0,0,D,0.0,0.0,D,1.2,1.2,1.4,2.4
3811,Mallorca,Albacete,2,1,H,0.0,1.0,A,1.2,1.6,1.0,1.2
3812,Barcelona,Mallorca,2,0,H,1.0,0.0,H,2.4,0.6,1.2,1.4
3813,Real Madrid,Ath Bilbao,0,2,A,0.0,0.0,D,2.8,0.8,2.4,2.2
3814,Sociedad,Sevilla,1,0,H,0.0,0.0,D,1.4,2.2,1.4,1.2
3815,Villarreal,Ath Madrid,3,2,H,0.0,2.0,A,2.8,1.2,1.2,0.6
3816,Santander,Valencia,1,0,H,0.0,0.0,D,0.8,2.0,1.4,2.0
3817,Malaga,Espanol,3,2,H,2.0,0.0,H,0.6,0.2,1.2,2.2
3818,Getafe,Osasuna,0,0,D,0.0,0.0,D,1.2,1.2,1.2,2.0
3819,Betis,La Coruna,2,0,H,1.0,0.0,H,3.0,1.4,1.8,1.0
3820,Albacete,Numancia,1,2,A,1.0,0.0,H,0.8,1.6,0.4,1.8
3821,Levante,Zaragoza,0,0,D,0.0,0.0,D,1.2,2.0,0.8,2.4
3822,Mallorca,Levante,1,2,A,0.0,0.0,D,1.2,1.4,0.8,1.2
3823,Espanol,Albacete,2,1,H,2.0,0.0,H,1.4,2.6,1.0,2.0
3824,La Coruna,Real Madrid,2,0,H,2.0,0.0,H,1.6,1.2,2.2,1.0
3825,Numancia,Barcelona,1,1,D,1.0,0.0,H,0.6,1.8,2.6,0.6
3826,Valencia,Betis,2,1,H,1.0,1.0,D,1.4,2.2,3.0,1.4
3827,Sevilla,Santander,2,2,D,1.0,1.0,D,1.4,1.2,1.0,2.0
3828,Zaragoza,Villarreal,1,0,H,1.0,0.0,H,0.6,1.8,2.6,1.2
3829,Ath Madrid,Sociedad,1,0,H,1.0,0.0,H,1.4,1.0,1.6,2.0
3830,Osasuna,Malaga,1,6,A,0.0,3.0,A,1.2,2.0,1.0,0.6
3831,Barcelona,Espanol,0,0,D,0.0,0.0,D,2.2,0.8,1.6,2.0
3832,Villarreal,Mallorca,2,1,H,0.0,1.0,A,2.0,1.2,1.2,1.2
3833,Sociedad,Zaragoza,2,1,H,1.0,1.0,D,1.4,1.8,0.8,1.2
3834,Sevilla,Valencia,2,2,D,1.0,1.0,D,1.4,1.6,1.6,1.8
3835,Real Madrid,Betis,3,1,H,2.0,0.0,H,1.6,1.2,2.4,1.8
3836,Santander,Ath Madrid,2,1,H,1.0,1.0,D,1.4,1.8,1.6,0.8
3837,Levante,Numancia,1,1,D,1.0,1.0,D,0.8,1.2,0.8,1.2
3838,Getafe,La Coruna,1,1,D,0.0,1.0,A,1.0,1.0,1.2,1.0
3839,Albacete,Osasuna,1,1,D,0.0,0.0,D,1.2,2.0,0.8,2.4
3840,Malaga,Ath Bilbao,1,0,H,1.0,0.0,H,2.0,0.8,2.6,2.0
3841,Ath Madrid,Sevilla,3,0,H,3.0,0.0,H,1.2,1.0,1.8,1.2
3842,Osasuna,Barcelona,0,1,A,0.0,1.0,A,0.8,2.4,1.4,0.8
3843,Valencia,Real Madrid,1,1,D,1.0,1.0,D,1.6,1.8,1.8,1.2
3844,Mallorca,Sociedad,3,2,H,2.0,2.0,D,0.8,1.4,1.8,1.2
3845,Numancia,Villarreal,1,1,D,0.0,1.0,A,0.8,1.0,1.6,1.4
3846,La Coruna,Malaga,1,0,H,1.0,0.0,H,1.2,1.0,2.2,0.6
3847,Zaragoza,Santander,1,0,H,0.0,0.0,D,0.8,1.6,1.4,1.6
3848,Betis,Getafe,2,2,D,1.0,1.0,D,2.2,2.0,0.6,1.2
3849,Ath Bilbao,Albacete,3,1,H,1.0,1.0,D,1.8,1.6,1.2,1.6
3850,Espanol,Levante,2,1,H,1.0,1.0,D,1.2,1.6,0.6,1.0
3851,Barcelona,Ath Bilbao,2,0,H,2.0,0.0,H,1.6,0.4,2.0,1.4
3852,Malaga,Betis,1,2,A,1.0,2.0,A,2.2,0.8,2.0,2.2
3853,Villarreal,Espanol,4,1,H,1.0,1.0,D,1.4,1.4,1.6,1.0
3854,Sevilla,Zaragoza,0,1,A,0.0,1.0,A,1.2,1.8,0.8,1.2
3855,Santander,Mallorca,3,0,H,2.0,0.0,H,1.2,1.4,1.4,1.8
3856,Sociedad,Numancia,2,1,H,1.0,0.0,H,1.6,1.2,1.0,1.0
3857,Getafe,Real Madrid,2,1,H,1.0,0.0,H,0.8,1.0,1.2,1.4
3858,Ath Madrid,Valencia,1,0,H,1.0,0.0,H,1.4,1.0,1.2,1.4
3859,Albacete,La Coruna,0,1,A,0.0,1.0,A,1.0,2.0,1.2,0.8
3860,Levante,Osasuna,4,0,H,3.0,0.0,H,0.8,0.8,0.6,2.0
3861,Ath Bilbao,Getafe,1,2,A,1.0,0.0,H,1.8,1.6,1.0,1.2
3862,Betis,Albacete,2,1,H,1.0,0.0,H,1.6,1.6,0.8,1.8
3863,Espanol,Sociedad,2,2,D,1.0,1.0,D,1.4,1.8,1.4,1.2
3864,La Coruna,Barcelona,0,1,A,0.0,1.0,A,1.0,0.6,1.2,0.2
3865,Zaragoza,Ath Madrid,0,0,D,0.0,0.0,D,0.8,0.4,1.6,1.0
3866,Ath Bilbao,Levante,3,1,H,1.0,0.0,H,1.2,1.2,1.6,0.8
3867,Mallorca,Sevilla,0,1,A,0.0,1.0,A,1.0,2.2,0.8,1.8
3868,Numancia,Santander,2,3,A,2.0,2.0,D,1.2,1.2,1.6,0.8
3869,Real Madrid,Malaga,1,0,H,0.0,0.0,D,1.0,1.6,2.2,1.2
3870,Valencia,Getafe,3,1,H,2.0,0.0,H,1.0,1.2,1.4,1.0
3871,Villarreal,Ath Bilbao,3,1,H,2.0,1.0,H,2.0,1.2,1.4,1.4
3872,Zaragoza,Valencia,2,2,D,1.0,0.0,H,0.8,0.4,1.6,1.2
3873,Sociedad,Osasuna,2,0,H,2.0,0.0,H,1.6,1.6,0.4,2.4
3874,Albacete,Real Madrid,1,2,A,1.0,2.0,A,0.8,1.8,1.2,1.2
3875,Ath Madrid,Mallorca,4,0,H,1.0,0.0,H,1.2,0.4,1.0,2.0
3876,Barcelona,Betis,3,3,D,1.0,2.0,A,1.0,0.2,1.6,1.8
3877,Levante,La Coruna,0,1,A,0.0,1.0,A,1.8,1.4,1.0,0.4
3878,Malaga,Getafe,1,1,D,1.0,1.0,D,1.6,1.0,1.6,1.6
3879,Santander,Espanol,1,3,A,1.0,2.0,A,2.0,1.2,1.4,1.6
3880,Sevilla,Numancia,1,0,H,0.0,0.0,D,1.0,1.6,1.2,1.6
3881,Numancia,Ath Madrid,1,0,H,0.0,0.0,D,1.0,1.6,1.8,0.4
3882,Ath Bilbao,Sociedad,3,0,H,1.0,0.0,H,1.6,1.8,2.0,1.4
3883,Real Madrid,Barcelona,4,2,H,3.0,1.0,H,1.6,1.0,1.4,0.6
3884,Osasuna,Santander,1,0,H,0.0,0.0,D,0.4,2.8,1.8,1.4
3885,Mallorca,Zaragoza,0,2,A,0.0,0.0,D,0.8,2.4,1.0,0.8
3886,Espanol,Sevilla,1,3,A,0.0,2.0,A,1.6,1.6,0.8,1.2
3887,Getafe,Albacete,1,0,H,0.0,0.0,D,1.6,1.6,0.8,1.8
3888,Betis,Levante,2,2,D,2.0,1.0,H,2.0,2.0,1.4,1.4
3889,Valencia,Malaga,2,2,D,2.0,1.0,H,1.6,1.4,0.6,1.0
3890,La Coruna,Villarreal,1,1,D,0.0,0.0,D,0.8,0.4,2.0,1.0
3891,Sevilla,Osasuna,0,1,A,0.0,1.0,A,1.0,1.0,0.4,1.6
3892,Sociedad,La Coruna,1,0,H,1.0,0.0,H,1.6,1.8,0.8,0.4
3893,Ath Madrid,Espanol,0,0,D,0.0,0.0,D,1.6,0.2,1.8,2.2
3894,Zaragoza,Numancia,4,1,H,0.0,0.0,D,1.2,0.4,1.0,1.4
3895,Villarreal,Betis,0,0,D,0.0,0.0,D,2.2,1.0,2.2,1.8
3896,Santander,Ath Bilbao,0,2,A,0.0,0.0,D,1.4,1.4,1.6,1.6
3897,Barcelona,Getafe,2,0,H,1.0,0.0,H,1.8,1.4,1.4,1.2
3898,Levante,Real Madrid,0,2,A,0.0,1.0,A,1.6,1.6,1.8,1.2
3899,Albacete,Malaga,1,2,A,0.0,0.0,D,0.6,1.8,0.8,1.4
3900,Mallorca,Valencia,0,0,D,0.0,0.0,D,0.6,2.4,1.6,1.4
3901,Osasuna,Ath Madrid,1,0,H,1.0,0.0,H,0.4,1.4,1.0,0.2
3902,Real Madrid,Villarreal,2,1,H,0.0,1.0,A,2.0,1.0,1.8,0.8
3903,Valencia,Albacete,2,0,H,0.0,0.0,D,1.4,1.2,0.6,1.6
3904,Numancia,Mallorca,1,2,A,0.0,0.0,D,1.0,2.0,0.0,2.0
3905,Malaga,Barcelona,0,4,A,0.0,2.0,A,1.2,1.4,2.0,1.4
3906,La Coruna,Santander,1,4,A,1.0,0.0,H,0.6,0.6,1.4,1.6
3907,Getafe,Levante,1,0,H,1.0,0.0,H,1.0,1.4,1.4,1.6
3908,Betis,Sociedad,2,3,A,0.0,1.0,A,1.8,1.4,1.4,1.2
3909,Ath Bilbao,Sevilla,1,3,A,0.0,2.0,A,2.0,1.2,1.0,0.6
3910,Espanol,Zaragoza,3,1,H,2.0,0.0,H,1.4,2.0,1.8,0.6
3911,Osasuna,Villarreal,3,2,H,1.0,1.0,D,0.6,1.2,1.8,1.0
3912,Numancia,Valencia,1,1,D,0.0,0.0,D,1.0,2.0,1.8,1.0
3913,Ath Madrid,Ath Bilbao,1,1,D,0.0,0.0,D,0.8,0.4,2.0,1.4
3914,Sociedad,Real Madrid,0,2,A,0.0,0.0,D,1.6,1.4,2.2,0.8
3915,Sevilla,La Coruna,2,0,H,2.0,0.0,H,1.6,0.6,0.6,1.4
3916,Zaragoza,Osasuna,5,1,H,2.0,0.0,H,1.8,1.2,1.2,0.8
3917,Santander,Betis,1,1,D,0.0,0.0,D,1.6,1.8,1.8,1.8
3918,Villarreal,Getafe,4,0,H,2.0,0.0,H,1.4,1.4,0.8,1.2
3919,Levante,Malaga,0,1,A,0.0,1.0,A,0.6,1.8,1.0,1.8
3920,Barcelona,Albacete,2,0,H,0.0,0.0,D,2.4,1.4,0.6,1.8
3921,Mallorca,Espanol,3,2,H,0.0,1.0,A,0.4,1.6,1.8,1.4
3922,Ath Bilbao,Zaragoza,2,0,H,0.0,0.0,D,1.6,1.4,2.8,1.4
3923,Betis,Sevilla,1,0,H,1.0,0.0,H,1.6,1.8,1.8,0.6
3924,Osasuna,Mallorca,1,1,D,0.0,1.0,A,1.4,1.4,1.0,1.8
3925,Real Madrid,Santander,5,0,H,2.0,0.0,H,2.4,0.8,1.2,1.6
3926,Valencia,Barcelona,0,2,A,0.0,2.0,A,1.4,1.0,2.6,1.4
